"","Provincia","Act","code","Prov","1 Trim 1996","2 Trim 1996","3 Trim 1996","4 Trim 1996","1 Trim 1997","2 Trim 1997","3 Trim 1997","4 Trim 1997","1 Trim 1998","2 Trim 1998","3 Trim 1998","4 Trim 1998","1 Trim 1999","2 Trim 1999","3 Trim 1999","4 Trim 1999","1 Trim 2000","2 Trim 2000","3 Trim 2000","4 Trim 2000","1 Trim 2001","2 Trim 2001","3 Trim 2001","4 Trim 2001","1 Trim 2002","2 Trim 2002","3 Trim 2002","4 Trim 2002","1 Trim 2003","2 Trim 2003","3 Trim 2003","4 Trim 2003","1 Trim 2004","2 Trim 2004","3 Trim 2004","4 Trim 2004","1 Trim 2005","2 Trim 2005","3 Trim 2005","4 Trim 2005","1 Trim 2006","2 Trim 2006","3 Trim 2006","4 Trim 2006","1 Trim 2007","2 Trim 2007","3 Trim 2007","4 Trim 2007","1 Trim 2008","2 Trim 2008","3 Trim 2008","4 Trim 2008","1 Trim 2009","2 Trim 2009","3 Trim 2009","4 Trim 2009","1 Trim 2010","2 Trim 2010","3 Trim 2010","4 Trim 2010","1 Trim 2011","2 Trim 2011","3 Trim 2011","4 Trim 2011","1 Trim 2012","2 Trim 2012","3 Trim 2012","4 Trim 2012","1 Trim 2013","2 Trim 2013","3 Trim 2013","4 Trim 2013","1 Trim 2014","2 Trim 2014","3 Trim 2014","4 Trim 2014","1 Trim 2015","2 Trim 2015","3 Trim 2015","4 Trim 2015","1 Trim 2016","2 Trim 2016","3 Trim 2016","4 Trim 2016","1 Trim 2017","2 Trim 2017","3 Trim 2017","4 Trim 2017","1 Trim 2018","2 Trim 2018"
"83","La Pampa","const","AR-L","La Pampa",2344.45392605584,2262.74684975375,2330.77031879788,2373.7897333612,2379.38489160832,2277.90104814151,2139.6409098099,1822.73277977719,2390.64552024899,2277.89355167506,2209.15860981237,2152.51968353129,2083.10271798726,2242.45185297015,2556.0481286071,2323.23055322025,2168.87226670014,2048.11437533807,1695.73676507594,1645.34742644821,1658.52235444603,1572.72502577799,1549.89665617446,1741.24475648667,1277.81979568747,1029.25099369157,1078.91866232543,1072.2633589383,1137.9048046236,1211.18603319076,1399.41323265634,1741.99795122478,2065.95211714201,2046.2483882146,2044.92956646765,1469.96016491197,1871.13234734476,2615.17238379553,2975.23640843971,2917.70126670139,2723.78256789683,2627.18482874092,2585.34396288078,3256.92095835514,4063.56515569067,4872.92247989901,5636.39700743034,5672.3245328875,5237.07507592981,4357.23612702913,3436.1484790494,3474.98201645612,3651.2048675565,4132.00502105155,4298.24884615842,4352.05650162025,3832.89555244954,3188.76543112443,2895.87624788276,2886.36458708537,3530.00372821869,4214.84653752455,4360.18235267301,4019.94249735267,3285.24271898995,2798.22948286516,2748.98545602284,3014.98133219186,3519.86467610347,3528.43673304633,3341.48921300291,3123.16558355596,2865.16038132905,2793.94717590683,2949.71370089442,3038.78676971773,2939.01461662873,3091.47751383516,3141.70574272666,3222.17004852085,3717.04388706455,3842.65721366309,3743.47597486673,3881.14062238775,3569.58457965426,3508.23733431406,3599.1781693595,3348.36746197318,3388.87444294587,3355.56972150864
"84","La Pampa","ind","AR-L","La Pampa",2615.50793716126,2604.53551200558,2654.12029408349,2695.1678497276,2725.64244857573,2777.71999328347,2767.85726733834,3148.49717703191,3178.66355412898,3221.38302646129,3118.85869766016,3064.56087059708,3049.85824853343,2721.4467530627,2728.48701021354,2684.78140659095,2520.68311819831,2422.51302818791,2377.75412287789,2338.87445341273,2393.19368379266,2374.18260059699,2413.56043604465,2354.11465687502,2261.16686507283,2275.88554751598,2314.44981365726,2378.82895050978,2534.86636759143,2595.572299914,2646.92643063683,2771.30399502666,3022.00031113717,2860.65833556461,2951.32829056571,3058.28851737543,3509.99385461229,3648.4433150129,3715.45189525882,3701.16567866075,3479.0976272813,3476.70945312362,3469.52566144167,3497.16614339924,3547.36202834486,3579.30089538819,3748.21451388875,3738.73927591288,3926.51158117328,4059.32859375121,4096.41032422062,4151.01640819741,4180.64008322731,4239.18667478461,4222.67312595433,4215.10280830981,4170.15837558981,4113.21446282705,4024.36493307063,4018.37544520213,4082.82293926889,3978.94077555153,4038.99732018616,3999.74342480066,3935.32086534099,4443.35909120669,4338.65144489085,4404.53444090926,4425.87182204469,4464.32526502245,4498.7323121012,4409.03938203406,4334.65869096591,4410.2619890343,4524.36731590068,4618.18815739099,4659.66660731452,4761.92730793368,4851.46808193486,4980.09363966555,5258.16680721436,5015.8811815515,5175.67927572327,5131.27680183381,5068.84070775228,4972.3204819824,4607.56577000104,4678.98727850627,4828.61609535075,4933.45192906698
"85","La Pampa","ot_bs","AR-L","La Pampa",1141,1298,1232,1257,1265,1284,1300,1305,1330,1306,1253,1243,1295,1282,1283,1457,1514,1508,1511,1565,1662,1756,1718,1607,1569,1578,1606,1597,1609,1583,1614,1648,1679,1646,1633,1673,1727,1704,1702,1726,1757,1737,1787,1858,1886,1879,1921,1918,1934,1932,1926,1952,1971,1958,1958,1977,2004,2051,2045,2077,2113,2098,2131,2114,2040,2035,2046,2062,2078,2090,2135,2134,2142,2124,2133,2181,2196,2196,2205,2199,2212,2203,2195,2186,2210,2183,2201,2212,2280,2258
"86","La Pampa","ot_ss","AR-L","La Pampa",8197.61820212708,8514.88919141241,8890.99081899849,8911.12578848241,9033.17850012832,9215.68047362942,9414.913030284,9449.1320803022,9557.52657442052,10233.7604393777,9572.5232916315,9955.4624000179,9910.54000433561,9856.81238081897,9794.20529773395,9702.31703154642,8613.64470489044,8713.84781804949,8721.14408682015,8690.44807901636,8839.8331426781,8787.28701064578,8696.4613987037,8815.89245271309,8313.58601316388,8232.14483498162,8203.15292914822,8176.58451804514,8270.91549457574,8492.81830692064,8477.1277176063,8698.40014658382,8935.12412922916,9120.02929132379,9476.74166034383,9894.02244059524,10127.2923357611,10253.7935578298,10782.8414491901,10884.0924881366,10864.2646309426,11448.6809760986,11204.5845138545,11387.8382468538,11571.6576660853,11890.8582386149,12401.6914810636,12778.7861957723,12837.2477708408,12814.6033609676,12725.5273357775,12500.3345146599,12542.3034163135,12482.6339935988,12570.3222495893,12528.7088223586,12460.6212343455,12558.9418386795,12545.0283499542,12592.3591494389,13039.1213073059,13180.943364814,13259.7027090094,13346.1260590824,13259.897457793,13194.1558463944,13090.6562111641,13199.0415347586,13570.2998789299,13316.8967564403,13729.3362623499,13661.2821465653,13455.2731742936,13489.9796731103,13374.4904345364,13516.576381053,13657.3068175848,13830.7545402342,14184.5851124503,14257.6326962863,14400.7491271415,14364.2728655543,14324.2352545539,14269.7263923318,14185.7554779194,14237.1109347169,14210.0109423405,14295.2523032806,14381.0916127141,14268.8989823288
"87","La Pampa","pesca","AR-L","La Pampa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","La Pampa","Total Nacional","AR-L","La Pampa",24805.4269836723,25199.7602768104,26049.2489998642,26267.0460509152,26463.8091802328,26592.149762417,26694.5399813443,27047.1029086266,27964.4500471547,28668.1326255879,27538.6740100038,27805.6732171241,27826.5962387886,27423.629813977,27695.6613965287,28088.5858746096,26193.831450565,25814.9042248354,25349.7943229182,25167.4046799751,25409.8327899384,25224.2402756648,25054.7824089106,25179.255904001,23905.0794142613,23608.4944556279,23483.4978824296,23712.573661472,24443.1899877165,25241.0144935202,25440.5435648799,26244.9073556626,27365.0944929257,27484.9862230341,28162.0805978337,26165.9382304908,27685.0916801447,28705.9175895731,29910.3907916314,30419.9586687103,30196.9069605044,30658.9061015101,30469.1653931057,31523.8403507931,32722.0266687285,33971.1748518373,35603.7617744603,36207.0450280908,36196.7607118302,35587.4277532149,34808.2154003552,34861.4751471357,34854.5275223422,34685.3650956712,34828.5099147953,34831.5019678047,34133.2267251272,33385.1237680424,32918.9223213358,33144.8331228306,34471.332291971,35322.3409237887,35671.0887667911,35691.609564479,34790.1049930601,34683.9253327512,34464.9792060348,35018.5742171521,35947.3080942621,35663.0796827965,35847.2511470523,35509.7020843102,34857.1938349939,34737.5871704584,34849.1299975164,35231.6960185041,35294.5458808182,35685.8163433327,36120.9187446095,36357.8924410702,37388.9581326578,37158.0695058807,37188.9395952736,37435.4197768822,37073.1624060839,36818.0666196574,37066.7967963511,36997.3138575958,37350.6463733081,37252.7299111728
"89","La Rioja","agro","AR-F","La Rioja",1084.74740162575,1118.33550684606,1308.97816405126,1391.82200407367,1485.9945780061,1697.3854370952,1738.68559526044,1743.47964504409,1795.24088126899,1888.46138593418,1890.226552588,1961.05373385386,2086.82438550077,2010.29700806157,2127.93241951996,2312.47283156249,2225.3651390659,2235.58512211757,2251.2530683386,2280.9809032767,2352.26869235928,2249.31166966963,2222.44694614587,2145.61486112842,1900.55742535818,1889.24671382537,1968.71289785557,2042.77823519516,2018.2746202176,2155.02447145871,2526.71517511769,2607.89738597081,2397.30942662679,2317.19351868337,2557.06826839889,2720.01338532111,3707.71645208241,3751.35806826472,3025.51934221567,3064.96897600623,3341.22053324516,3343.12172075132,3440.37151704722,4002.74177450789,3895.94884017044,3916.86293613292,3945.86996480843,3863.81132895903,4238.73389008041,4450.99459581594,4179.5575795833,4284.0412796414,4190.22733800295,3836.98466225945,4118.06460921451,4376.33430624544,4650.32185643687,4800.06429211167,4563.73915357391,4692.55382681007,5224.46848837053,5357.33576118766,5186.41687779466,4751.44668342125,3901.28460767833,3823.36508996725,4052.2885456166,4528.28730963266,5139.07191727423,4580.88127147803,5007.12711683724,4743.43525536656,3481.3952457527,3662.78176676264,4458.46518429327,4875.00510903184,5330.91751657158,6001.59467209086,4924.26859183158,4653.70645850636,4687.45560810037,4367.15432098171,4487.38731795895,4876.23649494818,5526.67936539455,5552.91607648434,5545.89277229191,5249.67554581547,4214.7361017866,3704.63208222046
"90","La Rioja","com","AR-F","La Rioja",1968,2064,2192,2253,2286,2346,2373,2502,2588,2625,2689,2802,2778,2786,2869,3067,3050,3060,3104,3234,3240,3198,3385,3231,2996,2866,2861,2866,2873,2894,2974,3023,3099,3111,3203,3308,3339,3448,3619,3680,3764,3875,4063,3994,4202,4271,4376,4434,4586,4764,4835,4890,4856,4905,4984,5102,5191,5341,5504,5579,5761,5822,5717,5804,5798,5737,5723,5748,5965,6064,5894,5949,6087,5907,5966,6275,6517,6662,6477,6410,6571,6456,6199,6168,6487,6474,6314,6375,6606,6434
"91","La Rioja","const","AR-F","La Rioja",1076,1043,1172,1348,1530,1637,1907,2004,1979,2075,2205,2131,1907,1905,2063,2155,1876,1763,1474,1384,1522,1445,1170,976,724,551,492,548,572,707,788,817,1002,1222,1460,1709,1807,2276,2761,3168,3162,2928,2715,2822,2902,2770,2856,2829,2471,2423,2275,2176,2109,2347,2681,2725,2770,2904,2693,2722,2503,2592,2433,2524,2428,2371,2225,2222,2311,2685,2870,3034,2871,3000,3046,3197,2798,2763,2958,2672,1927,1828,1969,2131,2526,2945,3110,2969,2536,2827
"92","La Rioja","ind","AR-F","La Rioja",6655,6683,6650,6867,7465,7598,7843,7875,8318,8487,8342,8016,8122,7943,8026,8354,8177,8061,7963,8024,8085,8007,7968,7700,7539,7461,7554,7749,8067,8191,8206,8491,6447,6431,6494,6624,7045,7451,7260,7305,7489,7759,7526,7687,8269,8116,7887,7938,8217,8019,7750,7464,7917,6876,6930,6991,9480,9422,8914,9538,10299,10774,9581,9687,10261,9881,9500,9666,10923,10590,9800,9774,10536,10107,9442,9242,10381,10676,9853,9705,10734,10248,9652,9456,10346,9704,8471,8470,9115,8561
"93","La Rioja","ot_bs","AR-F","La Rioja",42,34,26,54,162,157,113,114,119,115,113,141,146,152,136,143,167,164,149,148,145,148,139,131,190,197,206,208,223,218,216,220,243,324,339,352,359,364,367,370,369,367,399,375,365,361,368,385,387,383,465,376,394,477,427,403,380,437,285,264,489,687,419,296,298,278,282,294,415,436,392,464,640,633,470,459,464,494,460,464,613,512,473,475,526,500,467,488,578,563
"94","La Rioja","ot_ss","AR-F","La Rioja",3831,4099,4434,4343,4268,4432,4800,4974,4954,5068,5236,5063,5081,5065,5180,5412,5420,5416,5421,5427,5550,5410,5580,5768,5244,5081,5018,5010,5019,5403,5122,5396,5334,5479,5545,5738,5871,5808,5887,6041,6641,6278,6185,6395,6896,6785,6801,7439,7378,7437,7147,7104,7032,7016,7117,6951,7468,7226,7267,7378,7472,7618,7741,7895,7774,7744,7892,8135,8095,8086,8284,8259,8063,7947,7995,7993,7974,7970,8347,8257,8298,8214,8116,8275,8384,8279,8362,8562,8879,8720
"95","La Rioja","pesca","AR-F","La Rioja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","La Rioja","Total Nacional","AR-F","La Rioja",15017.7474016258,15387.3355068461,16193.9781640513,16487.8220040737,17298.9945780061,18199.3854370952,19348.6855952604,19517.4796450441,19930.240881269,20441.4613859342,20640.226552588,20255.0537338539,20268.8243855008,20124.2970080616,20701.93241952,21692.4728315625,21212.3651390659,21175.5851221176,20846.2530683386,20819.9809032767,21208.2686923593,20773.3116696696,20819.4469461459,20280.6148611284,18867.5574253582,18461.2467138254,18405.7128978556,18688.7782351952,19024.2746202176,19876.0244714587,20116.7151751177,20801.8973859708,18767.3094266268,19138.1935186834,19822.0682683989,20099.0133853211,21769.7164520824,22734.3580682647,22552.5193422157,23258.9689760062,24397.2205332452,24183.1217207513,23929.3715170472,24900.7417745079,26164.9488401704,25858.8629361329,25865.8699648084,26503.811328959,26890.7338900804,27093.9945958159,26186.5575795833,25918.0412796414,26104.227338003,24980.9846622594,25830.0646092145,26145.3343062454,29559.3218564369,29693.0642921117,28941.7391535739,29909.5538268101,31259.4684883705,32163.3357611877,30658.4168777947,30661.4466834213,30162.2846076783,29556.3650899673,29392.2885456166,30299.2873096327,32433.0719172742,32005.881271478,31855.1271168372,31759.4352553666,31038.3952457527,30623.7817667626,30907.4651842933,31582.0051090318,33000.9175165716,34072.5946720909,32559.2685918316,31697.7064585064,32217.4556081004,31113.1543209817,30423.387317959,30906.2364949482,33269.6793653945,32954.9160764843,31802.8927722919,31625.6755458155,31350.7361017866,30246.6320822205
"97","Mendoza","agro","AR-M","Mendoza",19487.3913379347,24275.3592358175,19047.4845773664,19016.34973333,20018.0602643445,25219.082809689,20423.8982673298,20101.5805481166,21734.4827494517,20576.6252272525,20887.0780266762,20867.1743721151,21919.5717707539,21035.7589357404,21043.7174665238,21889.206022651,21013.9244826325,19885.525733664,20261.7728122397,19890.6843762285,20342.1938020006,22902.0524980426,20097.1196792516,18840.0157578782,17912.689452258,18860.2434824909,18647.1264047686,18550.3941133087,18237.3548418402,19718.4316227115,19629.2498167686,20587.698156288,21545.2737903846,21288.6469921384,22532.5590535619,22842.4833914818,23477.0337083474,23370.4442457306,24778.6271703004,25240.6391423571,25625.5277605791,26248.616852782,25954.3286838114,26552.6857909983,27010.7187833107,28194.201542861,27965.8398069156,27871.9089081102,27485.790724116,28223.1232165643,28825.6348323726,28799.6451799917,28816.7773298463,26931.9076274986,28635.4598135894,28693.7487639496,28259.0455161771,28894.9562011587,29191.8904062492,30207.6274551647,30813.0306713821,31702.9780771012,32193.6992913397,33281.7012011316,33009.0283952284,32741.9226674326,32791.183911314,33267.0993592661,35363.1703069355,36477.9677317991,33799.1550085686,32323.1718053048,33497.2500370039,33924.1311190973,33642.6851539228,33529.7818126617,32227.5825147349,32415.3290715712,31432.7342991879,30530.7362884854,29584.516701275,29487.4214844759,30474.6089431237,30271.4536448532,30197.2457166908,28651.0351435188,29879.5322124506,30896.2715562171,30726.7880194984,30713.7818884092
"98","Mendoza","com","AR-M","Mendoza",20243,20240,20258,21192,21940,22001,21753,22921,23603,23364,22461,23082,23319,23596,22966,25307,24746,23878,24350,24701,24668,23908,23691,24022,23247,22103,21611,22502,22986,23202,23824,25083,26474,26051,26480,28152,29080,29136,29876,30815,32213,32051,32736,33828,35357,35504,36649,39969,39245,39129,39468,40185,40708,39501,39533,40229,40758,40242,40345,41449,42717,42464,42682,43526,44092,43385,43070,43873,44983,44335,43948,44517,45129,44197,43483,44272,44687,44637,44711,44952,45525,44665,44731,45532,46029,45449,45355,46036,46280,45621
"99","Mendoza","const","AR-M","Mendoza",7429,7723,8250,8150,8629,8349,8629,9693,9336,9235,9066,9512,9615,9921,9442,9526,9450,9231,8912,8834,8446,8892,8711,7248,5079,4192,4313,4832,5162,5707,6835,7420,7829,8210,8941,9560,9560,10504,11971,12955,13241,14057,15179,15247,15675,16878,17815,17236,16521,16362,15881,15754,14643,15145,14520,13985,14183,15153,16049,17416,17969,18628,18800,18650,19172,19636,19791,19655,19249,17704,17028,16939,16732,17112,17631,18748,19150,20929,20649,19311,17405,17165,18339,19102,19115,19498,19938,19757,19879,20322
"100","Mendoza","ind","AR-M","Mendoza",35263.6627738911,37173.9689688041,38335.8991367751,38163.4605085908,38619.1863153279,38555.0245678245,38764.6695908761,39435.1909663121,39191.7417990206,39664.3067192514,38971.2103776706,38811.1883357697,38889.4615737528,37889.6614288722,37652.4897455141,39909.6691408013,36469.7741434914,35660.3224215595,36320.1499418233,35617.3273943296,35295.0783471814,35369.7484873171,34744.8190606291,34396.6203928277,30734.0240174841,31377.3793537874,32106.1180774248,32474.7107955485,33016.2787681924,34268.3383233132,35080.482903677,35818.0046193699,36873.5583344498,37561.0448423633,38061.2467619566,39335.9740092963,39380.0607684034,39537.893525095,40450.9024525042,40555.9986748691,41820.8434237568,41891.8467825832,42409.6585010413,43520.433573335,42992.6879682795,43721.8656278181,43877.2509284654,44619.244555726,46185.5171536737,46578.9886103955,46203.5333670588,45270.1565686415,46709.2462577851,44649.2715983758,45058.8014720129,45239.7492101607,45224.217452044,44905.2072233944,44735.122719032,45106.4975736597,46928.4469440979,48388.3028873381,49946.5837855633,50337.5395557193,49646.1927377462,50819.1891117655,50909.6150394874,51019.7559033955,51375.6632441063,51592.398799565,51137.9911608731,50174.1772209825,48964.0513044291,49352.1150980136,49378.1295651197,49632.1586925673,50647.248283293,50900.109624318,50722.9495891551,50049.4841922265,48935.3004967298,48827.3776765172,48798.8426230316,48362.3227698421,47783.2957823449,46895.3792327907,46894.4600024234,47181.6235870156,47393.591700278,47637.2146917922
"101","Mendoza","ot_bs","AR-M","Mendoza",5717,5848,5740,5834,5930,5872,5906,5896,5688,5590,6473,6586,6311,5902,5924,6746,6544,6683,6357,6486,6531,6247,5956,5697,5165,5041,5003,5058,5141,5181,5254,5151,5208,5302,5342,5788,5851,6072,5941,6035,6352,6470,6781,7149,7557,8059,7601,7754,7807,7724,7640,7743,7419,6918,6816,6979,7085,7389,8167,7581,7564,7575,7656,7981,8124,8155,8326,8403,8194,8159,7989,7986,7839,7752,7567,7762,7689,7617,7553,7461,7304,7261,7305,7516,7655,7801,7889,7765,7853,7901
"102","Mendoza","ot_ss","AR-M","Mendoza",53259,55840,56225,57893,57768,60264,60474,61579,62811,66361,63251,64051,64289,62766,62934,67866,65052,64027,63799,64956,65174,64968,63793,62162,59038,57980,57805,59174,60061,61390,63154,64368,65844,67394,70306,73770,75339,76331,78018,81246,83660,85413,86445,89260,91518,92160,92434,95461,96585,96478,96138,96893,98317,96381,95426,96054,99560,99923,99260,101407,103194,102935,103118,103807,105426,105392,104207,104521,106016,105923,105340,106177,107403,107535,106595,108028,110062,110002,109679,109454,110319,109119,109209,109113,111364,110120,110210,110909,113624,111620
"103","Mendoza","pesca","AR-M","Mendoza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,8,10,8,8,7,7,6,13,11,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Mendoza","Total Nacional","AR-M","Mendoza",142661.054111826,152337.328204622,149505.383714141,152581.810241921,154555.246579672,161952.107377513,157619.567858206,161385.771514429,164657.224548472,167324.931946504,162791.288404347,164649.362707885,166435.033344507,163402.420364613,162197.207212038,172486.875163452,164717.698626124,160520.848155224,161394.922754063,161566.011770558,161687.272149182,163728.80098536,158653.938739881,154221.636150706,143471.713469742,141816.622836278,141743.244482193,144838.104908857,146978.633610033,151940.769946025,156323.732720446,161165.702775658,166330.832124834,168357.691834502,174221.805815518,173660.457400778,176836.094476751,178879.337770826,185094.529622805,190812.637817226,196560.371184336,199661.463635365,202723.987184853,208408.119364333,212553.40675159,216458.067170679,218741.090735381,225157.153463836,226027.30787779,226776.11182696,226524.168199431,226910.801748633,229202.023587631,222618.179225874,223181.261285602,224209.49797411,227991.262968221,229125.163424553,229587.013125281,235599.125028824,241632.47761548,244122.280964439,246744.283076903,249609.240756851,251345.221132975,251974.111779198,250768.798950801,252335.855262662,256986.833551042,256032.366531364,251253.146169442,250130.349026287,251725.301341433,252120.246217111,250729.814719043,254209.940505229,256773.830798028,258883.438695889,257194.683888343,254297.220480712,251768.817198005,249263.799160993,251552.451566155,252380.776414695,254488.541499036,250613.414376309,252276.992214874,254779.895143233,257903.379719776,255913.996580201
